time,station_id,battery_volt,rssi,temperature,hummidity,wind_max,wind_average,wind_direction,rain,station_name
2024-06-08 05:27:54,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:28:54,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:29:54,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:30:54,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:31:54,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:32:54,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:33:54,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:34:54,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:35:55,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:36:55,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:37:55,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:38:55,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:39:55,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:40:55,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:41:55,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:42:55,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:43:55,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:44:55,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:45:55,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:46:55,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:47:55,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:48:55,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:49:55,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:50:55,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:51:55,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:52:55,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:53:55,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:54:55,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:55:55,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:56:55,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:57:55,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:58:55,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:59:55,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 06:00:56,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 06:01:56,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 06:02:56,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 06:03:56,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 06:04:56,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 06:05:56,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 06:06:56,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 06:07:56,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 06:08:56,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 06:09:56,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 06:10:56,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 06:11:56,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 06:12:56,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 06:13:56,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 06:14:56,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 06:15:56,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 06:16:56,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 06:17:56,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 06:18:56,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 06:19:56,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 06:20:56,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 06:21:56,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 06:22:56,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 06:23:56,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 06:24:56,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 06:25:57,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 06:26:57,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 06:27:57,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 06:28:57,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 06:29:57,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
